10000 20000
207 793 12
207 804 51
207 1042 11
208 687 23
208 1105 5
208 1175 21
208 1604 37
208 3928 81
208 8373 38
209 293 100
209 861 68
209 6937 67
210 269 41
211 245 25
211 660 6
211 856 77
211 1239 26
211 8951 22
212 1889 65
213 952 92
213 1629 84
213 8931 93
213 4887 68
214 611 24
214 1346 6
214 5304 23
214 1271 81
214 8350 96
214 1116 57
214 9205 4
215 268 26
215 904 24
215 1701 10
215 2006 9
215 4772 7
215 9700 56
216 285 85
216 1102 12
216 7815 54
216 1076 74
217 242 30
217 302 82
217 815 86
217 1032 31
218 247 39
218 375 48
218 1067 32
218 7898 27
218 4687 67
218 2896 81
219 374 21
219 521 89
219 608 2
219 1235 41
219 1367 49
219 3001 31
219 3214 36
219 7644 2
219 9370 82
219 3477 52
219 928 96
219 7177 39
219 370 25
219 655 97
220 434 83
220 728 89
220 2325 39
220 3412 75
221 249 52
221 260 76
222 273 6
222 3110 28
222 4924 2
222 5510 33
222 4511 50
223 1907 86
223 5167 78
223 2259 13
224 970 18
224 2281 26
224 2983 50
224 5024 57
225 258 46
225 6391 80
226 265 2
226 541 50
226 1699 38
226 4663 70
226 8234 49
226 7898 17
227 604 80
227 653 82
227 3460 16
228 312 92
228 338 49
229 2807 4
229 3577 43
229 3569 94
229 1166 95
229 7030 30
230 639 72
230 813 24
230 886 53
230 1089 37
230 2589 71
230 3707 93
230 3791 53
230 6607 2
230 8076 89
231 4778 66
231 7549 91
231 9676 80
231 3135 83
231 9783 17
231 1489 82
232 367 71
232 407 28
232 631 44
232 7330 29
233 578 13
233 2855 49
233 5310 40
233 6315 51
233 7868 39
233 7654 34
233 485 15
234 492 63
234 745 67
234 1886 11
234 1061 23
234 8176 13
234 9913 22
235 557 99
235 672 81
235 924 43
235 2366 20
235 2656 26
235 4254 93
235 6273 8
235 9815 2
236 1822 91
236 5312 35
237 520 46
237 978 31
237 2513 37
237 3804 24
237 6814 32
237 7823 50
237 2561 20
238 322 23
238 616 65
238 986 40
238 2015 43
238 2105 24
238 1164 42
238 6921 57
239 288 43
239 433 35
239 1188 23
239 1240 20
239 9614 100
240 243 98
240 428 58
240 548 89
240 2431 23
240 5269 42
240 7271 45
240 1125 50
240 1812 54
241 349 11
241 364 65
241 534 45
241 553 29
241 602 32
241 922 10
241 5117 51
241 6426 43
242 5691 82
242 9435 25
242 696 83
242 3362 6
243 3552 88
243 7633 44
243 4130 25
243 9848 64
243 1765 74
244 1452 19
244 2448 38
244 2382 53
244 5946 77
245 384 1
245 1339 85
245 4070 35
245 4358 26
245 6856 27
245 4729 78
245 4268 88
246 870 87
246 2149 52
246 4846 82
247 585 48
247 699 29
247 2649 35
247 8443 98
247 8072 35
248 797 61
248 941 32
248 1119 75
248 2658 26
248 6905 85
248 8235 71
248 9581 93
249 396 56
249 632 87
249 1003 10
249 1118 32
249 2259 28
249 2867 6
249 4353 25
249 2863 34
250 252 18
250 2681 28
250 3800 81
250 8861 35
251 743 4
251 1375 47
251 3237 6
251 4516 57
251 4689 16
251 6450 64
251 7062 80
251 7391 16
251 1734 48
251 220 67
252 380 90
252 535 17
252 577 39
252 723 73
252 1779 35
252 2379 38
252 7950 28
252 9274 30
253 465 44
253 1231 72
253 1550 46
253 4599 77
253 5999 77
253 9669 9
253 7153 52
254 292 64
254 6062 11
255 267 28
255 377 53
255 678 94
255 695 19
255 7439 75
256 262 93
256 310 63
256 344 41
256 596 65
256 1056 77
256 1800 67
256 2536 29
256 4181 25
256 5699 71
256 8525 18
257 634 84
258 309 87
258 912 75
258 2947 48
258 6817 22
258 6588 80
259 448 91
259 2171 79
259 2754 8
260 324 3
260 526 54
260 2051 92
260 3186 41
260 4242 27
261 1785 52
261 6736 99
261 8039 71
261 5482 52
262 361 24
263 3168 11
263 3056 75
264 280 36
264 576 41
264 1679 63
264 4252 69
265 523 5
265 1260 2
265 1838 45
265 4391 55
265 3494 97
266 762 40
266 4091 45
266 7738 98
267 360 46
267 574 15
267 746 60
267 1745 8
267 8207 8
267 8684 76
268 651 17
268 748 81
268 772 37
268 2715 63
268 4702 23
269 397 92
269 905 49
269 1167 58
269 2694 31
269 8264 99
269 4921 31
270 642 9
271 327 93
271 1066 13
271 2221 14
271 5925 40
271 3417 27
272 2343 3
272 6204 7
272 5328 10
272 7382 8
273 1300 98
273 1602 69
273 5360 34
273 9980 49
273 3850 4
274 885 62
274 4822 85
274 5362 76
274 607 66
275 445 35
275 720 100
275 1390 70
275 3298 71
275 6745 61
276 284 45
276 1549 10
276 2483 49
276 5563 58
277 6805 14
277 3055 43
278 3084 78
278 3405 39
278 5670 44
278 8380 12
279 359 46
279 411 38
279 522 95
279 865 74
279 1209 86
279 1734 14
279 2849 51
279 3383 79
279 7419 91
279 5760 83
280 2268 70
280 3042 18
280 8458 94
281 317 45
281 1529 73
281 2206 75
281 2623 26
282 8211 74
282 2 24
283 487 44
283 896 8
283 5130 7
284 899 91
284 951 41
284 1282 71
284 1827 12
284 2495 47
284 6475 26
285 306 43
285 365 14
285 366 33
285 2659 91
286 1646 82
286 7393 68
286 1800 19
286 5417 75
287 808 94
287 1058 16
287 1841 93
287 1992 57
287 2458 11
287 8083 72
288 363 35
288 1494 4
288 1773 3
288 9558 41
289 405 17
289 627 91
289 1423 61
289 1725 72
289 8288 89
290 1103 92
290 9260 96
291 406 18
291 1862 92
291 3355 3
292 1223 100
292 2256 30
292 4137 59
292 5781 76
292 6369 81
293 471 97
293 594 23
293 5023 80
293 5279 72
293 6292 71
293 8564 11
293 2223 33
294 1030 55
294 1046 26
294 1942 19
294 2738 60
294 3931 96
295 3422 6
295 4993 27
295 5425 61
295 5574 81
296 4034 81
296 5226 3
296 7218 1
296 4283 41
296 9325 90
297 1080 6
297 3431 66
297 9350 49
298 1363 56
299 385 89
299 427 95
299 527 79
299 936 100
299 1044 48
299 1057 62
299 2005 64
299 5699 2
300 727 56
300 925 95
300 1041 41
300 1563 44
301 629 39
301 1865 88
301 2128 34
301 3616 55
301 4249 96
302 369 75
302 7187 59
303 395 99
303 953 84
303 1632 28
303 4442 12
303 2352 24
304 421 79
304 476 56
304 1027 92
304 1456 69
304 5767 90
304 7935 1
304 8364 53
304 4273 6
304 2271 82
305 2468 26
305 3069 50
305 5039 74
305 9242 56
305 1582 97
306 409 36
306 481 47
306 1739 94
306 6605 59
306 3588 24
307 1249 23
307 1369 11
307 3769 17
307 4966 53
307 8552 80
307 4344 12
307 4245 23
308 872 77
308 1010 55
308 1151 89
308 4911 61
308 6702 27
308 7207 64
308 8376 55
308 9225 93
308 9080 27
309 325 81
309 558 37
309 776 69
309 1803 58
309 835 64
310 2205 92
310 5174 29
310 5660 1
310 2551 43
310 8724 96
311 587 52
311 1793 91
311 3059 7
311 5221 95
311 2500 30
312 514 42
312 575 60
312 788 96
312 4464 31
312 1988 38
313 1115 15
313 5593 16
313 8641 95
314 341 65
314 412 31
314 1335 36
314 2939 80
314 4872 61
314 9685 58
315 401 46
315 664 98
315 4627 52
316 2780 42
316 2959 4
316 6470 1
316 7107 9
316 3149 8
316 578 42
316 5457 72
316 989 64
317 1659 31
317 8025 3
318 356 37
318 432 91
318 698 97
318 1721 68
318 1737 40
318 3940 82
318 2280 44
319 414 36
319 480 84
319 2103 13
319 2123 59
319 6149 81
319 4314 86
320 694 15
320 1486 36
320 1526 94
320 1608 74
320 2117 51
320 7414 69
321 1433 47
321 1517 33
321 1708 76
321 4243 5
321 4314 13
322 848 45
322 2473 68
322 2534 51
322 3790 58
322 4676 66
322 4441 95
322 6945 1
323 972 62
323 4545 45
323 5837 76
323 6648 7
324 1178 12
324 1573 17
324 1625 84
324 2666 29
324 5613 89
324 8351 35
324 6267 13
324 7535 16
325 721 37
325 386 52
325 8625 42
326 495 37
326 8475 32
327 667 25
327 937 35
327 988 91
327 1382 42
327 1507 54
327 4560 39
327 725 70
327 8747 31
328 5788 69
328 6969 65
329 1211 5
329 2848 74
329 3027 20
329 3909 75
329 4987 55
329 8072 49
329 1442 52
329 2600 13
330 539 60
330 599 48
330 1626 9
330 2739 27
331 337 18
331 590 17
331 825 8
331 871 11
331 2138 55
331 6039 24
331 7521 81
332 376 8
333 659 54
333 1015 95
333 1948 84
333 5454 1
333 6788 98
334 517 53
334 1121 80
334 5071 78
334 6456 42
334 3352 29
334 6622 44
334 7387 51
335 6763 82
336 1493 99
336 2234 64
336 2914 100
336 3111 6
336 1757 79
337 506 32
337 2763 97
337 5638 6
338 1104 45
338 4645 11
338 8313 7
338 8523 43
339 800 47
339 7028 95
340 3289 92
340 3982 26
340 9530 40
340 4904 40
340 3015 13
340 9268 76
341 424 71
341 499 58
341 769 82
341 2476 5
341 3284 80
341 4787 74
341 8211 67
342 496 48
342 549 60
342 1063 52
342 1628 79
342 1947 16
342 1056 58
342 2677 87
343 1253 16
343 9920 98
343 8268 43
344 1455 1
344 2835 12
345 1048 25
345 4178 97
345 4699 57
346 3652 63
347 4051 58
347 6289 66
348 453 60
348 1669 7
348 2229 51
349 528 32
349 4385 65
349 6173 96
349 329 59
350 7587 96
351 1353 12
351 2844 36
352 494 54
352 636 53
352 783 77
352 1392 54
352 2559 58
352 2744 33
352 3459 43
352 3469 63
353 389 92
353 8378 56
354 5136 21
354 588 23
355 1570 87
355 2145 2
355 2512 74
355 9233 40
355 4350 3
356 569 15
356 901 91
356 1083 29
356 1435 81
356 3594 56
356 2700 75
357 498 49
357 584 15
357 942 85
357 2435 26
357 2506 5
357 606 73
358 889 86
358 4213 89
358 3961 73
358 50 10
359 442 79
359 1099 66
360 752 18
360 785 66
360 841 41
360 1575 86
360 1578 3
360 3025 12
360 4016 11
360 4062 90
360 7824 9
362 918 75
362 3265 91
362 5411 12
362 475 85
363 1804 32
363 5455 45
363 2930 59
364 387 91
364 1769 59
364 2714 100
365 475 44
365 500 68
365 1196 68
365 2900 83
365 5390 10
366 3510 99
366 4843 83
366 5635 13
366 5818 41
366 5839 33
366 615 30
367 466 91
367 2229 72
367 9756 76
367 3553 19
369 606 48
369 820 47
369 823 100
370 425 11
370 1389 33
370 3141 97
370 3381 45
370 7598 78
370 4307 15
371 372 66
371 688 71
371 8928 45
372 416 50
372 736 65
373 554 48
373 556 2
373 1227 38
373 1344 12
373 2996 62
373 4048 16
373 5276 73
373 8221 44
373 6246 64
374 477 9
374 2332 61
374 2708 13
374 9994 20
374 3116 46
374 2896 10
375 4615 98
375 5030 58
375 9172 39
375 1603 61
375 9422 14
375 633 57
375 396 14
376 1775 87
376 7144 98
376 4347 92
377 1430 51
377 2167 52
377 2519 78
377 6927 90
378 842 82
378 1332 32
378 4006 30
378 1515 95
379 562 36
379 747 68
379 1398 78
379 1671 47
379 2934 76
379 5513 55
379 9596 5
379 8914 36
380 649 48
380 724 93
380 1964 29
380 9774 27
380 5016 16
381 450 94
381 689 86
381 798 85
381 959 47
381 1221 93
381 4876 67
381 9705 40
382 666 21
382 1076 1
382 1169 36
382 1222 79
382 2816 23
382 3043 2
382 716 91
383 572 82
383 2882 32
383 5561 73
384 1692 95
384 1976 52
384 2163 15
385 1470 35
385 1987 70
386 1267 82
386 1541 57
386 1774 59
386 3710 71
386 4138 9
386 4300 5
387 701 17
387 2119 8
388 402 93
388 420 32
388 617 50
388 3117 61
389 641 33
389 2341 52
389 6032 76
389 7464 13
389 3180 27
389 2242 55
390 1380 84
390 6533 77
390 7005 93
391 2554 78
391 2700 50
391 3314 6
391 3423 56
391 6056 81
391 1118 25
392 439 61
392 463 33
392 609 44
392 1903 69
392 4786 78
393 987 49
393 1539 27
393 667 84
393 2479 82
394 550 36
395 3277 87
396 1078 28
396 2873 38
396 4401 47
396 6262 85
397 467 47
397 853 80
397 8279 6
397 1613 14
398 460 26
398 603 15
398 1621 98
398 2480 91
399 437 73
399 1200 84
