500 1500
55 231 59
56 326 59
56 440 37
58 77 33
58 180 29
58 438 86
58 246 87
58 361 58
58 7 80
58 303 77
59 231 59
59 359 98
59 2 40
60 484 69
60 382 30
61 320 51
61 471 11
62 179 87
62 498 99
62 362 16
63 165 29
64 113 39
64 372 31
64 249 30
64 68 2
65 83 85
65 230 83
65 336 14
65 343 84
66 80 80
66 130 75
66 265 62
66 409 21
66 461 78
66 14 61
66 192 85
67 257 90
67 354 91
67 55 3
67 47 90
68 247 94
68 329 64
68 345 18
68 347 94
68 237 65
68 322 66
68 130 62
68 457 81
68 62 89
69 204 80
69 253 50
69 382 51
70 44 94
71 316 92
72 63 6
72 482 91
73 152 87
73 440 79
73 369 63
74 172 59
74 368 7
74 373 8
74 335 73
74 271 56
75 131 60
75 217 21
75 232 34
75 28 22
75 67 44
76 97 52
76 138 53
76 242 2
76 80 36
76 231 69
77 86 37
77 201 54
77 25 69
77 7 64
77 398 25
78 128 54
78 414 42
78 470 4
78 289 73
78 313 37
78 25 87
78 97 44
79 413 6
79 218 84
79 398 14
79 230 38
79 387 94
79 321 59
80 143 92
80 238 55
80 280 65
80 273 29
81 111 61
81 426 54
81 91 73
82 85 77
82 161 97
82 371 37
82 94 29
82 35 68
83 101 64
83 125 12
83 30 28
83 366 95
83 98 29
83 444 19
84 98 41
84 129 48
84 221 31
84 282 10
84 315 64
85 112 46
85 146 81
85 256 15
85 456 99
85 94 3
85 405 24
85 216 38
85 237 52
86 179 79
87 99 18
87 110 69
87 141 53
88 166 40
88 404 95
88 339 86
89 192 84
89 208 65
89 57 48
90 106 74
90 334 89
90 402 88
90 215 64
90 474 57
90 494 59
90 157 52
91 93 84
91 109 29
91 245 57
91 447 5
91 393 92
91 82 87
91 360 77
92 100 4
92 237 87
92 98 33
92 160 71
93 391 66
93 69 38
94 162 19
94 436 50
94 129 38
95 160 2
95 80 47
95 280 34
95 278 45
95 304 15
96 164 3
97 122 24
97 137 68
97 195 16
97 322 92
97 268 88
98 157 1
98 168 65
98 50 5
98 269 85
99 58 24
99 169 44
100 319 25
100 399 100
100 74 95
100 287 79
101 235 95
101 184 7
102 251 52
102 370 35
102 265 2
102 350 48
103 121 72
103 179 3
103 267 65
103 435 85
103 54 63
103 353 37
103 467 12
104 107 25
104 375 97
105 464 69
105 352 41
105 334 18
105 277 45
105 348 41
106 194 57
107 115 85
107 351 80
107 383 95
107 85 51
107 356 27
107 295 94
108 114 22
108 211 83
108 5 82
108 339 23
109 155 52
109 156 62
109 430 85
109 260 52
109 438 41
110 321 59
110 268 39
111 154 82
111 175 88
111 350 26
111 433 97
111 457 74
111 418 18
112 116 72
112 423 24
112 389 63
112 425 53
112 134 11
113 310 1
113 189 11
114 272 86
114 304 59
115 124 43
115 149 36
115 310 25
115 77 44
116 160 41
117 142 19
117 193 50
117 103 32
118 233 7
118 32 34
120 289 11
120 51 37
120 376 31
120 256 36
120 248 24
121 123 88
121 197 90
121 383 66
121 137 61
121 111 76
121 364 65
121 338 57
123 284 43
123 440 83
123 293 20
124 442 6
124 22 17
124 36 35
124 280 21
125 177 46
125 451 71
125 87 10
125 241 81
126 377 5
127 211 26
127 219 27
127 276 62
127 342 36
127 147 12
127 80 64
127 291 81
127 119 33
128 391 26
128 50 26
128 355 57
129 183 22
129 157 74
129 6 59
129 67 79
130 318 79
130 404 9
130 335 75
131 25 47
131 449 50
132 472 24
132 280 62
132 467 47
133 173 77
133 269 84
133 184 47
133 400 90
134 174 44
134 375 81
134 316 20
135 162 25
135 85 93
135 187 75
136 188 80
136 309 83
136 397 51
136 270 6
137 93 96
137 210 70
138 27 60
138 339 85
138 136 13
139 145 84
140 196 33
140 444 77
141 430 47
141 348 51
142 285 7
142 317 81
143 108 20
143 203 29
143 230 24
143 430 4
143 140 33
144 447 4
144 137 17
145 306 70
145 371 72
145 305 3
145 312 85
145 128 25
146 364 77
146 99 5
146 240 69
146 141 69
147 218 78
147 446 86
148 352 88
148 343 9
148 85 5
149 312 71
149 225 51
149 199 79
150 169 40
150 344 58
150 401 58
150 277 90
151 491 82
152 169 12
153 128 72
153 4 99
153 291 87
154 418 63
154 494 78
155 205 90
155 212 26
155 300 66
155 5 1
155 470 56
156 355 75
157 153 65
157 361 41
158 117 32
158 352 91
158 373 99
158 350 83
159 402 64
159 327 27
159 313 44
159 170 26
160 270 2
161 200 2
161 293 16
161 482 3
161 402 63
161 284 69
162 422 68
162 248 58
162 285 83
163 187 33
163 450 53
163 395 57
164 339 65
164 454 66
164 56 13
164 102 25
165 358 91
165 374 60
165 209 83
165 311 31
166 344 66
167 253 83
168 315 85
169 202 13
169 203 67
169 243 83
169 305 72
169 431 43
169 472 5
169 449 62
169 107 95
170 250 51
170 174 51
170 239 6
171 223 12
171 225 64
171 178 56
172 336 21
172 346 89
173 273 67
173 323 14
173 476 98
173 192 81
174 311 46
175 43 19
176 193 15
176 220 62
176 254 62
176 353 87
176 396 91
176 10 53
176 304 84
177 199 88
177 277 85
177 439 58
177 493 36
177 350 46
178 429 29
178 97 42
179 301 95
179 286 82
179 245 60
179 112 93
180 216 53
180 360 72
181 320 39
181 474 17
181 115 24
181 489 56
182 185 84
182 440 42
182 330 20
182 79 18
183 263 79
183 377 58
183 491 65
184 208 80
184 432 38
184 492 58
184 442 14
185 229 13
185 313 34
186 303 7
186 307 92
186 413 41
186 257 2
186 437 52
187 200 29
187 94 64
187 232 1
188 396 97
188 459 49
189 239 15
189 119 6
190 317 41
190 237 90
190 394 12
191 449 66
192 392 71
193 288 52
193 406 6
193 187 76
193 281 49
194 262 100
194 375 24
194 349 91
195 444 15
195 497 51
195 314 37
195 40 100
195 266 87
195 222 70
195 347 41
196 340 54
196 476 52
197 278 20
197 445 33
197 118 49
198 337 85
198 387 54
198 240 59
198 365 67
199 213 34
199 227 66
199 483 87
199 493 82
199 348 40
199 242 34
200 93 90
200 236 99
201 275 71
201 440 88
201 320 41
202 207 76
202 138 57
202 333 74
203 343 44
203 376 18
203 50 89
204 255 54
204 180 86
204 344 96
204 134 11
204 256 56
206 296 53
206 428 12
207 481 56
207 397 6
208 249 44
208 479 50
209 317 14
209 131 25
209 185 14
209 226 11
210 267 57
210 451 72
210 50 68
211 346 78
211 489 46
211 133 20
211 96 9
211 391 82
211 216 47
211 165 58
211 23 43
211 44 64
211 122 80
211 394 50
212 214 67
212 324 6
213 363 87
213 476 16
215 323 79
215 180 38
216 365 2
216 320 31
217 463 14
217 107 54
217 309 1
218 236 38
218 496 40
218 431 71
219 407 36
220 408 38
220 422 93
220 465 99
220 401 56
221 332 75
221 148 51
221 359 76
222 268 82
223 235 6
223 202 32
224 261 24
225 84 30
226 393 29
226 157 47
226 381 82
227 241 6
227 69 90
227 259 4
228 451 63
228 400 90
228 455 11
228 315 46
228 189 23
229 291 12
229 310 61
229 491 51
229 277 17
230 327 59
230 480 81
230 381 43
230 241 3
231 308 15
231 46 93
231 424 39
232 476 52
232 249 4
232 262 61
233 302 44
234 348 59
235 290 57
235 471 92
236 228 46
236 205 76
237 323 19
237 424 83
237 166 72
238 412 91
238 320 16
239 410 82
239 49 59
239 338 10
240 281 64
240 118 29
242 306 92
243 435 72
243 461 79
243 160 46
243 71 25
243 154 61
244 246 80
244 481 70
244 68 65
245 361 75
246 252 59
246 59 34
246 326 39
247 260 73
247 333 66
247 91 48
247 394 32
249 266 15
249 405 62
249 396 95
249 422 89
250 97 73
251 283 42
251 242 18
252 314 1
252 459 74
253 224 2
254 294 96
254 392 71
254 437 64
254 252 24
255 292 58
255 377 26
256 451 18
256 494 59
256 57 24
257 356 70
257 385 16
257 150 44
257 357 29
258 46 29
259 286 29
260 363 13
260 217 71
261 46 51
261 284 74
262 347 39
263 405 16
263 71 58
264 448 99
264 128 49
264 207 46
264 490 52
264 357 30
264 274 2
264 273 93
264 391 79
264 40 67
265 235 41
265 69 39
266 424 9
266 62 33
266 373 81
267 274 89
267 313 48
267 366 14
267 215 48
267 60 67
267 417 98
267 337 9
268 271 99
268 328 91
268 362 50
269 429 22
269 211 68
269 294 80
270 44 62
271 219 30
272 197 25
273 364 37
273 307 57
273 431 22
275 457 69
275 108 27
275 202 95
276 446 93
276 423 1
276 90 76
276 116 12
276 227 7
276 408 75
277 376 5
278 427 69
278 413 1
278 355 31
279 267 97
279 69 51
280 348 41
280 27 4
280 191 25
281 287 83
281 298 1
281 420 46
281 205 65
281 166 48
281 165 99
281 163 35
282 389 7
282 55 23
282 133 70
282 401 72
283 349 81
283 447 72
283 476 23
284 408 34
284 221 49
284 332 10
284 196 47
285 476 10
285 419 27
286 284 62
286 285 33
286 101 63
286 263 14
287 301 27
287 380 29
287 382 50
287 474 92
288 279 28
289 187 79
289 76 42
289 371 87
289 411 24
290 313 30
290 403 44
292 362 86
292 67 74
292 207 10
292 328 50
292 204 73
292 304 69
292 373 81
292 310 50
293 303 21
293 403 72
293 428 63
293 375 43
294 477 30
294 50 55
294 2 34
294 65 66
295 294 84
295 228 26
295 255 94
295 187 5
296 335 23
296 207 99
296 278 73
296 86 74
297 51 42
297 277 88
297 246 89
299 410 33
299 129 34
299 61 51
301 326 16
301 328 65
301 397 70
302 108 5
302 82 83
302 459 92
304 328 39
304 478 20
305 415 7
305 302 9
305 233 81
305 118 1
306 496 73
307 338 78
307 73 75
307 19 69
308 367 16
309 476 55
309 89 76
310 49 23
311 341 89
311 19 93
311 376 49
311 451 64
312 470 84
313 446 81
313 480 96
313 470 7
313 486 21
313 29 14
313 261 52
314 441 80
314 356 88
314 335 67
314 86 87
314 288 64
315 417 85
315 427 33
315 136 78
316 434 68
316 231 35
317 392 100
317 35 25
317 122 42
318 373 19
319 337 66
319 359 76
319 74 57
319 92 59
320 64 17
320 30 8
320 92 16
322 372 6
323 15 75
324 325 87
324 394 91
324 424 36
324 222 42
324 185 11
325 414 1
326 9 93
326 295 46
327 273 40
327 232 36
328 135 97
330 281 10
330 310 11
330 199 49
330 69 62
331 468 10
331 191 2
332 355 23
332 437 2
332 165 14
332 275 23
333 453 25
334 396 20
334 459 10
334 149 91
335 0 21
335 251 11
335 483 2
336 250 68
336 223 18
336 457 28
337 243 59
337 381 40
338 117 54
338 128 96
338 31 12
339 122 79
340 106 61
340 218 14
341 295 78
342 105 67
343 369 8
343 460 81
343 409 73
343 60 35
345 379 95
345 107 49
345 234 90
345 383 31
346 489 85
346 67 27
347 332 56
349 372 33
349 443 42
349 476 25
350 388 41
350 84 97
350 214 20
350 473 74
350 169 46
350 416 77
351 175 59
351 117 13
351 116 54
351 13 46
352 4 2
352 305 20
352 193 46
352 166 59
353 374 38
353 264 19
354 385 86
354 332 92
354 358 77
355 357 82
355 472 77
356 384 37
358 426 34
358 385 48
358 383 11
358 318 63
359 117 41
359 274 14
359 295 13
360 495 67
360 286 46
360 188 15
361 26 21
361 224 72
362 148 25
363 395 83
363 16 35
363 392 60
364 332 48
364 195 52
365 127 50
365 388 86
366 224 94
367 468 45
368 486 80
368 160 51
369 138 31
369 32 85
370 68 33
370 352 78
370 291 79
370 18 59
371 400 25
371 297 63
371 326 22
372 338 37
372 15 98
372 405 66
374 201 58
374 269 97
375 438 38
375 98 3
375 36 39
375 63 12
375 344 76
376 374 62
376 268 32
377 360 9
377 145 57
377 434 27
378 398 78
378 328 56
378 27 32
378 77 85
379 339 86
380 381 83
380 272 35
380 480 54
380 343 26
381 488 75
381 479 71
381 25 71
381 80 3
382 469 88
382 300 67
382 54 99
382 334 78
382 485 97
383 325 73
383 285 54
383 296 47
383 155 94
384 295 17
385 304 74
386 104 53
387 173 100
387 177 57
387 104 9
387 75 85
390 69 62
391 496 57
391 438 70
391 42 14
391 238 73
391 460 83
392 119 11
393 153 42
393 446 13
393 178 78
393 218 89
394 203 68
394 499 57
394 48 67
394 419 49
394 99 67
394 165 33
396 416 81
396 461 28
396 467 56
396 156 63
396 357 17
397 89 59
397 326 65
397 220 42
397 167 19
398 323 49
398 299 90
398 143 60
398 5 61
399 145 46
399 441 47
401 306 66
401 353 61
401 416 53
401 19 100
401 288 34
402 425 65
402 493 88
402 113 92
402 173 71
402 19 67
403 112 87
403 440 42
404 419 74
404 393 49
404 3 74
404 124 2
404 356 80
405 16 43
405 247 23
405 154 69
406 475 33
407 408 70
407 83 92
407 54 42
409 103 18
409 315 54
409 247 65
409 270 5
411 450 66
411 56 40
411 145 74
412 212 59
413 475 44
413 355 88
414 273 11
414 377 80
415 169 93
415 153 12
415 31 81
416 406 74
416 130 61
416 355 76
418 444 45
418 195 2
419 89 82
419 134 70
419 34 98
419 230 50
419 59 7
420 498 85
420 392 24
420 175 10
420 188 91
420 411 57
420 480 67
421 436 97
421 74 61
421 141 71
423 449 6
423 146 60
424 465 90
425 34 2
426 210 3
427 379 34
427 266 39
428 316 46
428 353 90
428 253 97
429 322 13
430 143 18
430 213 20
431 176 7
433 309 61
433 87 37
433 65 38
434 490 10
434 69 45
434 162 34
434 304 12
435 262 19
436 27 97
436 43 15
437 274 55
437 442 85
438 186 100
439 290 7
439 139 43
440 140 43
442 462 88
442 243 60
442 341 28
442 400 97
443 305 69
443 315 63
443 15 31
444 246 22
444 140 63
444 85 82
444 426 37
445 394 30
446 495 19
446 135 27
446 337 20
447 22 90
447 268 40
449 466 95
449 125 67
449 121 48
451 23 6
452 9 80
452 155 100
452 312 30
454 468 94
454 309 1
454 126 55
454 297 97
455 417 4
455 312 12
456 275 26
456 9 65
456 395 76
456 442 69
456 303 81
457 276 61
457 403 90
458 103 59
458 171 60
458 56 90
459 480 100
459 300 4
459 201 85
460 20 63
460 268 18
460 67 26
462 371 45
462 161 63
462 345 7
462 175 69
462 341 99
463 339 68
464 405 47
464 389 90
465 177 62
465 309 43
466 478 34
467 171 73
468 298 45
468 440 71
469 111 94
469 80 41
469 242 5
469 340 43
469 272 82
470 46 71
472 271 40
472 344 62
472 247 94
472 272 30
474 307 56
474 381 33
474 292 20
475 5 82
475 380 8
476 411 67
476 18 12
477 281 60
477 180 41
477 378 36
477 22 88
478 139 71
478 403 91
479 449 61
479 165 21
480 183 6
480 410 62
483 284 36
484 43 40
484 59 66
484 386 62
485 289 85
485 91 72
485 317 19
485 368 16
486 82 13
486 211 29
486 306 82
487 169 46
487 74 8
489 131 69
489 21 13
490 219 22
490 21 62
490 313 44
491 265 13
491 14 23
492 210 39
492 25 25
492 228 37
492 271 88
493 310 26
494 193 73
494 230 53
495 275 50
495 27 1
496 21 75
496 7 35
498 464 29
498 57 31
498 472 97
498 246 50
499 61 90
499 445 70
0
